epoch,activation_26_loss,dense_4_loss,loss,lr,pred_loss
0,0.9574557084083557,4.617065950274467,6.297860765075684,0.001,0.7031233659744263
1,0.6379952707290649,0.2846171095132828,1.5110318404197693,0.001,0.5681098734378814
2,0.602039640212059,0.1966415934085846,1.3782774755477905,0.001,0.55917224817276
3,0.5718814715623856,0.1617975936949253,1.3080878475189208,0.001,0.553845550775528
4,0.5502636252641678,0.1391086237370968,1.2611249646186828,0.001,0.5509995633602143
5,0.5332244651675224,0.12414060914516449,1.2252767870903014,0.001,0.5469039462089539
6,0.5226834240913392,0.11500213623046875,1.203117443561554,0.001,0.544104451751709
7,0.503333704829216,0.11059789310097694,1.1780417070388793,0.001,0.5423780786037445
8,0.4780290014743805,0.10719891276955605,1.1475898911476135,0.001,0.5401657518386841
9,0.4685261024594307,0.1053256491303444,1.13769965133667,0.001,0.5410925397396088
10,0.449579969727993,0.10406469706892968,1.1189824332237244,0.001,0.5418950468540191
11,0.42748691176176074,0.1035507044494152,1.0938749444961549,0.001,0.5387926584243774
12,0.40846357516646387,0.10314561638832093,1.0768124607086182,0.001,0.540421765422821
13,0.3925354808926582,0.1015738033503294,1.0583618193626403,0.001,0.5386547225475311
14,0.3824862208843231,0.10066386870741845,1.0492251656532288,0.001,0.5396472725391388
15,0.3564844122111797,0.09989085923731326,1.0223742094039916,0.001,0.5387757000923157
16,0.3463405385136604,0.09121756073534489,1.0034009675025939,1e-04,0.538176898097992
17,0.3048687616109848,0.08804646600484849,0.9499267872810364,1e-04,0.5294506882190705
18,0.28716443945467474,0.08674198351800441,0.9295295207977295,1e-04,0.5281790863990784
19,0.2714202974975109,0.0853357990950346,0.9114712029457093,1e-04,0.5273922239303589
20,0.2566361184358597,0.08395684875249863,0.8948146277427673,1e-04,0.527018998336792
21,0.24299381566345693,0.08244115473031997,0.8790223341941833,1e-04,0.5265022769451141
22,0.22917924683243035,0.08059420995116234,0.8628852084159851,1e-04,0.5261400115013123
23,0.2155550849273801,0.07880733703970909,0.8473000133514405,1e-04,0.5260735816001892
24,0.20180921954810618,0.07672663368582726,0.8310909907341003,1e-04,0.5257915682315827
25,0.1897452594578266,0.0743309081763029,0.8164034688949585,1e-04,0.525655473613739
26,0.17656859407424927,0.07184690910875798,0.8004716674804687,1e-04,0.5254678631305695
27,0.16399761677831412,0.06929818556606769,0.7850532558441162,1e-04,0.5252412216186524
28,0.1505744925379753,0.06775711586773396,0.7702533696174622,1e-04,0.525467596244812
29,0.13770721387639642,0.06401736870855093,0.7534934412956238,1e-04,0.52537210521698
30,0.12376212494671344,0.06090558787733316,0.7362399971961975,1e-04,0.5252263446807861
31,0.11109655189067125,0.05814479065239429,0.7207751015663147,1e-04,0.5252297577857972
32,0.11805679478123784,0.057853996874392036,0.7253149002075195,1e-05,0.5231245199680329
33,0.10694883010610938,0.054951213728636504,0.7105899942398072,1e-05,0.5224169991016387
34,0.10128913374692201,0.0538160151809454,0.7037569159507752,1e-05,0.5223865214347839
35,0.09652298848107457,0.05285778439342976,0.6980859241485595,1e-05,0.5224479165554047
36,0.09270573270171881,0.05201622343063354,0.6932616713523865,1e-05,0.522290666770935
37,0.08945379425138235,0.05121440770626068,0.6890395171165467,1e-05,0.5221304016590118
38,0.08563203431665897,0.050453627166152,0.6846196692466736,1e-05,0.5223014941692352
39,0.08252142142951488,0.04977164281532168,0.6806354525566101,1e-05,0.5221184172153472
40,0.07916864839196205,0.049094013231247666,0.6766867064476013,1e-05,0.5222088124752045
41,0.07658821090534329,0.04831481220200658,0.6733186869621277,1e-05,0.5222091708660126
42,0.0732510260693729,0.04766411304473877,0.6692784649848939,1e-05,0.5221654785633087
43,0.07021610592603683,0.04698345097452402,0.6656068742752075,1e-05,0.5222182448387146
44,0.06763081606924534,0.04636065497621894,0.6624211814403534,1e-05,0.5222495112419129
45,0.06481761077865958,0.04556566836163402,0.6586278698444367,1e-05,0.5220735036373139
46,0.062215216813236475,0.044910859633982184,0.6554924760341644,1e-05,0.5222045997619629
47,0.059547688625007866,0.0442862561635673,0.6521869248867035,1e-05,0.5222004015922547
48,0.5086088896036148,0.11056507650017738,1.2091734991073608,0.001,0.5612725101947784
49,0.33150680859684944,0.09641699549853802,0.9980451504707336,0.001,0.5407900217533111
50,0.2875659406542778,0.09656891694068909,0.9511969846725464,0.001,0.5372849920749664
51,0.27172758008539677,0.0935119892179966,0.9337517530441284,0.001,0.5381884975910187
52,0.24652174434810878,0.09049454510509967,0.9038274817466736,0.001,0.5359897628784179
53,0.24430913016945124,0.10781462316811084,0.9224354952812195,0.001,0.5388150910377503
54,0.2126871167138219,0.11235285658240318,0.8966610193252563,0.001,0.5380846749305725
55,0.1836353362619877,0.10112363374829292,0.8530906627655029,0.001,0.5347921384334564
56,0.18465639778748155,0.09726970308721065,0.8504593590736389,0.001,0.5348936267375946
57,0.175864552038908,0.09411472708284854,0.8410779984474183,0.001,0.5370218956947327
58,0.16792359524518252,0.09142023824453353,0.8296339329719543,0.001,0.5358319232463836
59,0.14495267822407187,0.08922868552803993,0.8022112272262574,0.001,0.5334565553665161
60,0.13492323396801947,0.08578847163915634,0.7901342920303345,0.001,0.5347108084201813
61,0.13589482203703374,0.085266383343935,0.7898477029800415,0.001,0.5335613818645477
62,0.1314589554913342,0.08043938043415547,0.7814921257019043,0.001,0.5340986511230469
63,0.11746087469123304,0.08809147176146508,0.7742359045982361,0.001,0.5325538931846618
64,0.12032519891466946,0.07724960828721524,0.7615965921401977,1e-04,0.5274615833759307
65,0.08012389411353506,0.07213687483668327,0.714171770477295,1e-04,0.525683449459076
66,0.0641003558716271,0.06882453049123287,0.6935369621276856,1e-04,0.5247437791347503
67,0.053935344524681565,0.06578426812887192,0.6790644568443298,1e-04,0.523855609369278
68,0.04618996569188312,0.06307733319997788,0.6675810729980469,1e-04,0.5232187328338623
69,0.039856697031972,0.06049480718672275,0.6574846459388732,1e-04,0.522437132358551
70,0.03469800421763212,0.0580274973154068,0.648521393442154,1e-04,0.5214951161384582
71,0.030124629577435554,0.05569304496198892,0.6405094932556152,1e-04,0.5207864865303039
72,0.02607625451835338,0.053273530708253386,0.6330187147140502,1e-04,0.5201578914642334
73,0.022649183418578467,0.051069124364852905,0.6265164069652558,1e-04,0.5196705097198486
74,0.019336120977147948,0.04892824536561966,0.6199329222679139,1e-04,0.5189228934288025
75,0.016655466108536347,0.04689365523457527,0.6142441158771514,1e-04,0.5183320076942444
76,0.01466814183772658,0.04489081336259842,0.6092425292015076,1e-04,0.5177010915756226
77,0.012361519347518333,0.04282478759512305,0.6037839264392852,1e-04,0.5169963610649109
78,0.010764658611878985,0.04072651250734925,0.5989938488006592,1e-04,0.516288337469101
79,0.009201776624051854,0.03865789956226945,0.594439615392685,1e-04,0.5157644865989685
80,0.01094547002868494,0.039179890862107276,0.5953341195106506,1e-05,0.5146214709758758
81,0.009148973645851948,0.03780482964143157,0.5916721189022064,1e-05,0.5141608570098877
82,0.008768824297294486,0.037148049250990155,0.5903349949359894,1e-05,0.5138943494796753
83,0.008416658900259062,0.036623855784535406,0.5893849278926849,1e-05,0.5138584341526031
84,0.008185649949242362,0.03620231854468584,0.5885701328277588,1e-05,0.5137376054286957
85,0.007967090415081476,0.03587453597486019,0.5876799952030182,1e-05,0.5134391988754272
86,0.0077696423201268775,0.03548941445872188,0.5870775930404664,1e-05,0.5134678237915039
87,0.007590590415988118,0.03508739625662565,0.5861275999069214,1e-05,0.5131505321025849
88,0.007388941415818408,0.03474086018949747,0.585450951576233,1e-05,0.5130758639812469
89,0.007214231580041815,0.034456515581160786,0.5848492304801941,1e-05,0.5129901613712311
90,0.007059413686502375,0.03406379761397839,0.5842275618076325,1e-05,0.5129756798267364
91,0.006905165204819059,0.03376371286511421,0.5833740611076355,1e-05,0.5126380252838135
92,0.006770972034745501,0.033412988390773536,0.5827468076705933,1e-05,0.5125573337078094
93,0.006613594655855559,0.03305511711984873,0.5819914666175843,1e-05,0.5123811364650727
94,0.006507121786149219,0.03275159875974059,0.5815402908325196,1e-05,0.5124050159931183
95,0.006329296939561027,0.03242308953255415,0.580932046508789,1e-05,0.5123661568164826
96,0.5819502951191738,0.07896663483977318,1.2637486538887024,0.001,0.5667555976390839
97,0.16362948111705483,0.06660711746364832,0.8017415860176086,0.001,0.5348857424259186
98,0.11324824002180249,0.11093917556107044,0.810863159751892,0.001,0.5489379237174988
99,0.10395266051776707,0.09258292841166257,0.7688778027534485,0.001,0.5333658351421356
100,0.08973253731969744,0.07822034218460322,0.737274594783783,0.001,0.5305909540653229
101,0.08354989262111485,0.06831453628242015,0.7212183799743652,0.001,0.530853682088852
102,0.08906652129231953,0.06214851390272379,0.7203348196029663,0.001,0.53039707198143
103,0.0774925309252576,0.05934228108972311,0.7064147829055786,0.001,0.5304782551765442
104,0.08960110160432523,0.0631933668911457,0.7239262051582337,0.001,0.53159979429245
105,0.08695381219079718,0.06938277583122253,0.727299146938324,0.001,0.5307046252727509
106,0.06562337993816472,0.05503156928271055,0.6904238201141357,0.001,0.5290676002025604
107,0.06231654778937809,0.07321397634744645,0.7076120813369751,0.001,0.5312190796375275
108,0.10327462652740069,0.07223176810443402,0.7493215763092042,0.001,0.5303738321304321
109,0.07748421119246632,0.04911745351999998,0.6986027531147003,0.001,0.5287584843635559
110,0.04922134043161059,0.04692528968453407,0.6643860843658447,0.001,0.5258114531517029
111,0.0663144312051838,0.05029423114955425,0.6872309073925018,0.001,0.5279246276855468
112,0.05592996783645649,0.044817705217003824,0.6666527999877929,1e-04,0.5233688087940216
113,0.02673737268350669,0.03709704991802573,0.6280870577335358,1e-04,0.5220500555038452
114,0.01791890698054631,0.03376131359636784,0.6147763926029205,1e-04,0.5212677103042602
115,0.01350277131593175,0.031180237133800984,0.6065205758571625,1e-04,0.5204246127605439
116,0.011059377372878952,0.028897934564203025,0.6004913948535919,1e-04,0.5195769358158111
117,0.009415899665385223,0.026921193401515484,0.5952697058677673,1e-04,0.518468489074707
118,0.00815613110148115,0.02510841846913099,0.5907462297439575,1e-04,0.5175472969532013
119,0.007112886474333936,0.023556895397230982,0.5863078600406647,1e-04,0.5162729708194733
120,0.00637332016330256,0.02197362510599196,0.582093554353714,1e-04,0.514996630525589
121,0.005803587331303425,0.020445849384739995,0.5782523703098297,1e-04,0.5139070714473725
122,0.0050577833076164095,0.019042968887090683,0.5742772459506988,1e-04,0.5127537412166595
123,0.004505000873907557,0.0177496452845633,0.5706448543071747,1e-04,0.5116928266525269
124,0.004156756469168976,0.016599429300799967,0.5674458735942841,1e-04,0.510776357793808
125,0.0038106499584643645,0.015476166096702219,0.564239500617981,1e-04,0.5098469655990601
126,0.00344260008090414,0.014434614320844412,0.5608998152732849,1e-04,0.5087631370544433
127,0.0032526442266338565,0.013461138653755188,0.5579502422809601,1e-04,0.5078847593784332
128,0.0033742821878390257,0.016863725458458066,0.5596943097114563,1e-05,0.5065873650550843
129,0.0031688083159839607,0.015614357652515173,0.5576334484577179,1e-05,0.5060538412570953
130,0.0030684409492700523,0.015130585991963744,0.5567389875888824,1e-05,0.5058248720645905
131,0.003009231997467441,0.014738189895823598,0.555952757358551,1e-05,0.5055838177204132
132,0.002955434543171532,0.014435735495388508,0.5553712647914887,1e-05,0.505464203119278
133,0.0028250853484935307,0.014205667427182198,0.5547453328609466,1e-05,0.5052986242771149
134,0.0027815826082283365,0.01391819317601621,0.5543480697154999,1e-05,0.505342753458023
135,0.0027478997181871138,0.01364389979802072,0.5537180840492248,1e-05,0.5051455255031586
136,0.0027270061956950714,0.013428024872392415,0.553064138174057,1e-05,0.5048548637866974
137,0.0026605996906572953,0.013205731936544179,0.5526543170452118,1e-05,0.5048429867267609
138,0.0026177724880215238,0.012974005741626025,0.5520278674125672,1e-05,0.5046064405918121
139,0.0025859575835638906,0.012772000800818206,0.5516427533149719,1e-05,0.5045765111923218
140,0.002549779454057534,0.012579535072296857,0.5511598521232605,1e-05,0.5044377267837524
141,0.0025187606495079306,0.01237535296715796,0.5506042526245117,1e-05,0.5042459486961365
142,0.0025140690663898115,0.01220173681601882,0.5502975484848023,1e-05,0.504249555015564
143,0.002466210319990296,0.012011981020122766,0.5497158115386963,1e-05,0.5040033239841462
144,0.5389502468953331,0.059639133885502814,1.2038315119743348,0.001,0.5676449820518493
145,0.12235460366383195,0.046588620813190935,0.7403751947402955,0.001,0.5324310195922851
146,0.06783840020671487,0.04233535752892494,0.6772178635120392,0.001,0.5279003791332245
147,0.04615035161706619,0.10633730781674385,0.7314578145027161,0.001,0.5381613774776459
148,0.051590241536768736,0.09163917884379626,0.7129708779335022,0.001,0.5283241366386413
149,0.06720909929631744,0.06293186166882515,0.6984272214889526,0.001,0.5269174906253815
150,0.05133625577233506,0.04380253206640482,0.6619177131175995,0.001,0.52553606133461
151,0.05453792228613893,0.04220785258114338,0.6639231619358062,0.001,0.5260190645217896
152,0.05909134028260596,0.04884196292310953,0.6745722139358521,0.001,0.5250120603084564
153,0.057169678780636606,0.04605345914363861,0.6713063539505005,0.001,0.5264138610363006
154,0.05239345073844088,0.03924658660292626,0.6602438504695892,0.001,0.5264572639942169
155,0.051406701220205284,0.03689194448143244,0.6552225737094879,0.001,0.5248366750717163
156,0.07653082898532157,0.037136684418469665,0.6840303906440734,0.001,0.5275101699829101
157,0.04164179958694149,0.03681438593417406,0.6464787093162536,0.001,0.5246361199378967
158,0.03407685239845887,0.05584826561287046,0.6559796969413757,0.001,0.5229026121616364
159,0.05213565149200604,0.033332618509233,0.6543003403186798,0.001,0.5251863440036774
160,0.04021810638738098,0.0329802806712687,0.6386717658996582,1e-04,0.5220254839897156
161,0.014330209675271181,0.025321291504055262,0.6027697505950927,1e-04,0.5199910693645478
162,0.008696086091977485,0.02222016548663378,0.5926293237686158,1e-04,0.5189397146701813
163,0.0068678393126690935,0.019946278217434884,0.5869562844753266,1e-04,0.5177589695930481
164,0.005845482164848363,0.018073284105211498,0.582200148153305,1e-04,0.516317282819748
165,0.0052325872981833525,0.01649524812884629,0.5779958469867706,1e-04,0.5147501557350159
166,0.004638826454922127,0.015149577215313912,0.5736646743297577,1e-04,0.5128487309932709
167,0.004172100381474593,0.013912579052150249,0.569762337064743,1e-04,0.5111943772792816
168,0.003797803260203,0.012815215895697474,0.5660916052818298,1e-04,0.5096007596492768
169,0.0034565619429822616,0.011799478597939015,0.5627279433250427,1e-04,0.5082735458850861
170,0.0031593091509028452,0.010872896627895534,0.5594491300582886,1e-04,0.506985645532608
171,0.002914896105657863,0.00999353512339294,0.5563864469051361,1e-04,0.5059115976333618
172,0.002735150719770718,0.009241110869310796,0.553469979763031,1e-04,0.504893389749527
173,0.0026879181772257654,0.00851896084342152,0.5507384305477142,1e-04,0.5039605254173278
174,0.002605533275378116,0.007877406448125839,0.5484979095458984,1e-04,0.5033532783985138
175,0.002441704833305698,0.0072911387572065,0.5458933862686157,1e-04,0.5024008448600769
176,0.0024713392112310885,0.010437458628043532,0.5469996193885803,1e-05,0.5008340985298156
177,0.002383597704647923,0.009412938734702767,0.5454845390796661,1e-05,0.5005235273361206
178,0.0023422573708053278,0.009058254246786237,0.5447134800434112,1e-05,0.5002483972549439
179,0.0024128470216901407,0.008800318159535527,0.5441645386695861,1e-05,0.4999946563720703
180,0.002178670785209488,0.008583839875087143,0.5434750596523285,1e-05,0.49984552540779115
181,0.002156266031231462,0.008390198849700391,0.5430691366195679,1e-05,0.49975665493011473
182,0.0021495641274521175,0.008221800253912807,0.5426989346981048,1e-05,0.49967776398658753
183,0.002120005025071896,0.00805320295933634,0.5422108242034912,1e-05,0.49948370933532715
184,0.0021018118125178033,0.007888067053444683,0.5418812119483948,1e-05,0.4994424835205078
185,0.002086079318907309,0.0077409564159810545,0.5413752055168152,1e-05,0.49921402263641357
186,0.002068308244186551,0.0075955225767567755,0.540951677274704,1e-05,0.4990872985839844
187,0.0020512316085004615,0.007468598926067352,0.5406028346538544,1e-05,0.4990404176712036
188,0.002035300502004725,0.0073495052427053455,0.5400727983951569,1e-05,0.49882716526985166
189,0.0020221036512217097,0.007217878490313887,0.5397865713119507,1e-05,0.4988808238506317
190,0.0020055358281080315,0.007097366805560887,0.5392888899803162,1e-05,0.498687148809433
191,0.0019878924800940923,0.006990261687152088,0.5389115167140961,1e-05,0.49860053877830507
